Transaction_ID,User_ID,Transaction_Amount,Transaction_Type,Date,Account_Balance,Device_Type,Location,Merchant_Category,Previous_Fraudulent_Activity,Daily_Transaction_Count,Card_Type,Card_Age,Fraud_Label,Year,Month,Day,Day_of_Week,Amount_Bin,Balance_to_Amount_Ratio,User_Transaction_Count,User_Avg_Transaction_Amount,User_Total_Transaction_Amount,User_Amount_Deviation
TXN_26967,USER_5358,111.6,Bank Transfer,2023-03-18,71028.01,Tablet,New York,Restaurants,0,5,Mastercard,22,1,2023,3,18,5,high,636.4517025089606,8,61.42,491.36,50.17999999999999
TXN_18035,USER_7549,11.55,Online,2023-09-23,16368.11,Tablet,New York,Travel,0,6,Amex,100,0,2023,9,23,5,low,1417.152380952381,7,137.55142857142857,962.86,-126.00142857142858
TXN_32411,USER_3299,51.66,Online,2023-12-17,87461.77,Mobile,Tokyo,Electronics,0,10,Visa,12,1,2023,12,17,6,medium,1693.0269066976387,2,43.379999999999995,86.75999999999999,8.280000000000001
TXN_48527,USER_9043,108.53,POS,2023-07-01,31580.31,Laptop,Mumbai,Restaurants,0,14,Amex,182,0,2023,7,1,5,high,290.9823090389754,6,91.40500000000002,548.4300000000001,17.124999999999986
TXN_45344,USER_8764,3.86,ATM Withdrawal,2023-10-02,40268.83,Tablet,New York,Travel,0,12,Visa,237,1,2023,10,2,0,micro,10432.339378238343,7,126.64142857142858,886.49,-122.78142857142858
TXN_18109,USER_5051,203.01,ATM Withdrawal,2023-03-01,31257.72,Mobile,New York,Restaurants,0,4,Discover,34,0,2023,3,1,2,high,153.97133146150438,7,139.45142857142858,976.16,63.55857142857141
TXN_20713,USER_7538,87.32,ATM Withdrawal,2023-08-02,48503.29,Laptop,Sydney,Restaurants,0,10,Visa,38,1,2023,8,2,2,medium,555.4659871736144,6,91.14999999999999,546.9,-3.8299999999999983
TXN_41771,USER_6826,211.7,Online,2023-11-05,45622.37,Mobile,Sydney,Travel,0,6,Mastercard,116,1,2023,11,5,6,high,215.5048181388758,6,89.12,534.72,122.57999999999998
TXN_24379,USER_3719,290.16,Online,2023-12-06,18051.08,Mobile,Sydney,Groceries,0,3,Visa,91,1,2023,12,6,2,very_high,62.21078025916736,6,163.31666666666666,979.9,126.84333333333336
TXN_6651,USER_7617,63.94,Online,2023-03-21,62689.16,Laptop,New York,Groceries,0,14,Discover,212,0,2023,3,21,1,medium,980.4372849546451,5,49.462,247.31,14.477999999999994
TXN_13852,USER_6684,48.37,POS,2023-05-08,20181.37,Tablet,New York,Restaurants,0,14,Amex,61,1,2023,5,8,0,low,417.22906760388673,9,61.19555555555556,550.76,-12.82555555555556
TXN_43141,USER_4504,44.41,Bank Transfer,2023-12-27,68689.02,Laptop,Tokyo,Travel,0,8,Amex,191,0,2023,12,27,2,low,1546.701643773925,9,70.73777777777778,636.64,-26.327777777777783
TXN_13822,USER_2653,261.11,Bank Transfer,2023-09-12,99139.26,Mobile,Tokyo,Clothing,1,2,Visa,5,0,2023,9,12,1,very_high,379.6838880165447,7,121.01285714285713,847.0899999999999,140.0971428571429
TXN_31483,USER_7167,35.44,POS,2023-10-16,69370.94,Tablet,Tokyo,Travel,0,3,Amex,145,1,2023,10,16,0,low,1957.4193002257339,5,71.424,357.12,-35.98400000000001
TXN_24422,USER_5572,8.6,Online,2023-07-31,8462.07,Laptop,Sydney,Groceries,0,10,Mastercard,96,1,2023,7,31,0,micro,983.9616279069768,3,85.92,257.76,-77.32000000000001
TXN_48072,USER_3699,17.01,Online,2023-04-05,63504.77,Laptop,New York,Groceries,1,5,Visa,194,0,2023,4,5,2,low,3733.378600823045,7,72.49714285714286,507.48,-55.48714285714286
TXN_18491,USER_1239,48.8,POS,2023-01-29,4702.28,Tablet,London,Travel,1,1,Visa,68,1,2023,1,29,6,low,96.35819672131147,7,81.80999999999999,572.67,-33.00999999999999
TXN_15711,USER_3451,25.64,POS,2023-10-06,29094.22,Mobile,Sydney,Clothing,0,1,Visa,197,0,2023,10,6,4,low,1134.719968798752,6,70.35166666666667,422.11,-44.71166666666667
TXN_25012,USER_6156,16.24,ATM Withdrawal,2023-06-30,50442.5,Laptop,New York,Travel,1,12,Mastercard,72,0,2023,6,30,4,low,3106.065270935961,10,123.623,1236.23,-107.38300000000001
TXN_8059,USER_3162,19.56,ATM Withdrawal,2023-05-20,40384.36,Laptop,Sydney,Groceries,0,2,Discover,108,0,2023,5,20,5,low,2064.6400817995914,9,80.30888888888889,722.78,-60.748888888888885
TXN_41759,USER_2954,358.19,Bank Transfer,2023-01-14,5210.85,Mobile,New York,Clothing,0,7,Amex,175,1,2023,1,14,5,very_high,14.547726067171055,5,305.61199999999997,1528.06,52.57800000000003
TXN_27784,USER_9051,150.64,Bank Transfer,2023-09-17,33754.64,Tablet,Sydney,Groceries,0,9,Amex,38,1,2023,9,17,6,high,224.07488050982477,6,114.615,687.6899999999999,36.02499999999999
TXN_28065,USER_7880,141.27,POS,2023-01-30,77795.09,Mobile,Mumbai,Electronics,0,10,Mastercard,54,1,2023,1,30,0,high,550.6837261980604,5,129.568,647.84,11.701999999999998
TXN_19113,USER_9325,87.86,ATM Withdrawal,2023-02-21,79017.29,Tablet,London,Restaurants,1,3,Amex,3,0,2023,2,21,1,medium,899.3545413157295,13,87.28923076923077,1134.76,0.5707692307692298
TXN_36629,USER_8290,29.85,POS,2023-08-26,64295.65,Laptop,Mumbai,Electronics,0,6,Mastercard,33,0,2023,8,26,5,low,2153.958123953099,4,54.795,219.18,-24.945
TXN_16497,USER_1245,75.62,POS,2023-01-28,17010.32,Laptop,London,Travel,0,4,Mastercard,63,0,2023,1,28,5,medium,224.94472361809042,3,99.68666666666667,299.06,-24.066666666666663
TXN_19707,USER_1488,39.78,Bank Transfer,2023-07-03,73512.81,Tablet,Mumbai,Restaurants,0,9,Discover,7,0,2023,7,3,0,low,1847.9841628959275,8,169.30125,1354.41,-129.52125
TXN_44356,USER_5200,285.83,ATM Withdrawal,2023-04-24,1394.61,Mobile,Tokyo,Groceries,0,12,Amex,156,0,2023,4,24,0,very_high,4.879158940629045,11,121.9590909090909,1341.55,163.8709090909091
TXN_38297,USER_9304,22.66,Online,2023-02-22,62866.84,Tablet,London,Groceries,0,1,Visa,229,0,2023,2,22,2,low,2774.353045013239,4,183.865,735.46,-161.205
TXN_9199,USER_6592,213.65,Bank Transfer,2023-12-16,5311.6,Mobile,London,Travel,0,11,Visa,188,0,2023,12,16,5,high,24.86122162415165,8,133.405,1067.24,80.245
TXN_23927,USER_6297,74.47,POS,2023-05-17,67686.0,Mobile,Sydney,Restaurants,0,9,Mastercard,74,1,2023,5,17,2,medium,908.9029139250705,4,95.92750000000001,383.71000000000004,-21.45750000000001
TXN_12678,USER_8366,109.42,Online,2023-07-28,84505.79,Laptop,New York,Electronics,1,9,Mastercard,94,0,2023,7,28,4,high,772.3066167062693,6,51.63666666666666,309.82,57.78333333333334
TXN_29695,USER_1334,507.97,Bank Transfer,2023-01-25,19624.27,Mobile,Sydney,Groceries,0,13,Amex,140,1,2023,1,25,2,extreme,38.63273421658759,3,263.61,790.83,244.36
TXN_30185,USER_5815,40.73,Online,2023-06-27,77813.78,Mobile,New York,Clothing,0,7,Discover,28,1,2023,6,27,1,low,1910.4782715443164,6,112.03999999999998,672.2399999999999,-71.30999999999997
TXN_11905,USER_3093,126.23,Online,2023-08-04,46609.49,Laptop,Tokyo,Clothing,0,12,Amex,145,1,2023,8,4,4,high,369.2425730808841,6,80.82000000000001,484.92,45.41
TXN_17318,USER_5488,13.58,Bank Transfer,2023-02-05,93176.81,Mobile,London,Clothing,0,4,Amex,60,0,2023,2,5,6,low,6861.326215022091,6,64.12833333333333,384.77,-50.54833333333333
TXN_18400,USER_2417,144.87,POS,2023-04-22,76095.93,Laptop,Sydney,Restaurants,0,13,Mastercard,21,1,2023,4,22,5,high,525.2704493683992,9,97.51222222222222,877.61,47.357777777777784
TXN_20290,USER_5773,16.81,POS,2023-04-02,72227.72,Laptop,New York,Travel,0,14,Discover,5,1,2023,4,2,6,low,4296.711481261154,5,85.086,425.43,-68.276
TXN_12266,USER_7247,81.21,Bank Transfer,2023-08-04,40711.28,Mobile,Sydney,Groceries,0,4,Mastercard,112,0,2023,8,4,4,medium,501.3087058244059,3,49.52333333333333,148.57,31.68666666666666
TXN_2467,USER_1727,26.12,POS,2023-09-06,28921.64,Mobile,Sydney,Electronics,0,3,Mastercard,236,0,2023,9,6,2,low,1107.2603369065848,4,77.135,308.54,-51.015
TXN_32165,USER_4315,85.55,Bank Transfer,2023-09-09,92947.74,Laptop,Mumbai,Electronics,0,11,Discover,153,0,2023,9,9,5,medium,1086.4727060198716,3,152.29666666666665,456.89,-66.74666666666666
TXN_261,USER_4354,65.61,ATM Withdrawal,2023-10-24,84347.87,Laptop,Sydney,Restaurants,0,14,Discover,169,0,2023,10,24,1,medium,1285.5947264136564,4,53.7175,214.87,11.892499999999998
TXN_46831,USER_7336,126.9,ATM Withdrawal,2023-03-09,78127.97,Tablet,New York,Travel,0,12,Mastercard,167,0,2023,3,9,3,high,615.6656422379826,9,154.87555555555554,1393.8799999999999,-27.97555555555553
TXN_26237,USER_1090,141.89,Online,2023-09-01,31045.65,Laptop,New York,Clothing,0,8,Visa,12,0,2023,9,1,4,high,218.80083163013606,4,86.2075,344.83,55.68249999999999
TXN_30801,USER_6918,24.24,ATM Withdrawal,2023-08-15,41480.01,Laptop,Sydney,Electronics,0,4,Visa,171,0,2023,8,15,1,low,1711.2215346534656,6,50.46333333333333,302.78,-26.223333333333333
TXN_40973,USER_9891,60.99,ATM Withdrawal,2023-03-13,86280.75,Laptop,Sydney,Electronics,0,11,Mastercard,171,0,2023,3,13,0,medium,1414.6704377766846,5,93.872,469.36,-32.882
TXN_18341,USER_5473,84.05,Online,2023-03-14,97123.3,Tablet,New York,Travel,0,14,Mastercard,38,0,2023,3,14,1,medium,1155.5419393218324,8,159.56875000000002,1276.5500000000002,-75.51875000000003
TXN_35021,USER_7105,128.61,POS,2023-05-14,61290.84,Mobile,London,Electronics,0,13,Visa,9,1,2023,5,14,6,high,476.56356426405404,6,136.75833333333333,820.55,-8.148333333333312
TXN_28056,USER_1165,49.36,Bank Transfer,2023-10-02,9866.43,Tablet,New York,Groceries,0,3,Mastercard,63,1,2023,10,2,0,low,199.88715559157214,6,96.92333333333333,581.54,-47.56333333333333
TXN_38950,USER_7575,16.0,Bank Transfer,2023-09-15,25393.03,Laptop,Mumbai,Clothing,0,3,Discover,205,1,2023,9,15,4,low,1587.064375,6,116.88666666666666,701.3199999999999,-100.88666666666666
TXN_11099,USER_5278,71.47,Bank Transfer,2023-08-03,96349.11,Tablet,Tokyo,Clothing,0,5,Mastercard,231,1,2023,8,3,3,medium,1348.1056387295368,5,31.974,159.87,39.495999999999995
TXN_44660,USER_9532,13.26,Bank Transfer,2023-11-24,94029.66,Tablet,New York,Clothing,0,5,Visa,233,1,2023,11,24,4,low,7091.226244343892,9,60.69444444444444,546.25,-47.434444444444445
TXN_19839,USER_7116,149.56,POS,2023-12-20,57407.47,Tablet,Sydney,Clothing,0,1,Amex,132,0,2023,12,20,2,high,383.8424043861995,7,105.83,740.81,43.730000000000004
TXN_42488,USER_1951,61.27,Bank Transfer,2023-02-28,57579.09,Mobile,Sydney,Electronics,0,14,Visa,232,0,2023,2,28,1,medium,939.7599151297535,6,98.78666666666668,592.72,-37.51666666666667
TXN_26511,USER_7140,31.52,Online,2023-11-24,26805.99,Mobile,Mumbai,Clothing,0,10,Visa,95,0,2023,11,24,4,low,850.443845177665,6,73.57833333333333,441.47,-42.05833333333334
TXN_12341,USER_5142,41.15,Online,2023-04-07,56914.99,Laptop,London,Restaurants,0,13,Discover,125,1,2023,4,7,4,low,1383.1103280680438,7,58.542857142857144,409.8,-17.392857142857146
TXN_8684,USER_8145,64.58,POS,2023-03-10,88493.6,Laptop,Tokyo,Clothing,0,12,Visa,161,0,2023,3,10,4,medium,1370.294208733354,6,98.96166666666666,593.77,-34.38166666666666
TXN_20342,USER_9118,141.94,Online,2023-11-08,70136.3,Laptop,New York,Clothing,1,1,Discover,121,0,2023,11,8,2,high,494.12639143299987,6,133.18833333333333,799.13,8.751666666666665
TXN_36792,USER_2401,88.44,POS,2023-01-28,55760.78,Mobile,Tokyo,Groceries,0,3,Amex,75,0,2023,1,28,5,medium,630.49276345545,8,155.4275,1243.42,-66.98750000000001
TXN_37450,USER_4349,138.16,Online,2023-01-22,75687.94,Laptop,Tokyo,Travel,0,12,Mastercard,21,0,2023,1,22,6,high,547.828170237406,8,90.06875,720.55,48.09125
TXN_31387,USER_7110,16.66,Online,2023-03-11,68189.27,Mobile,Sydney,Electronics,0,10,Mastercard,176,0,2023,3,11,5,low,4092.9933973589436,4,53.2275,212.91,-36.567499999999995
TXN_35866,USER_4182,155.01,Bank Transfer,2023-02-12,25551.83,Laptop,Tokyo,Restaurants,0,11,Discover,11,0,2023,2,12,6,high,164.8398812979808,8,107.23875,857.91,47.771249999999995
TXN_47404,USER_9594,199.84,Bank Transfer,2023-12-08,11428.29,Mobile,Sydney,Travel,0,12,Discover,67,1,2023,12,8,4,high,57.18719975980785,9,154.0388888888889,1386.35,45.80111111111111
TXN_48431,USER_4650,77.09,ATM Withdrawal,2023-10-06,93868.85,Tablet,Sydney,Travel,0,3,Mastercard,147,0,2023,10,6,4,medium,1217.652743546504,5,34.204,171.02,42.886
TXN_20078,USER_3824,79.31,Bank Transfer,2023-01-11,14205.42,Mobile,London,Travel,0,14,Discover,136,0,2023,1,11,2,medium,179.11259614172235,9,74.08666666666666,666.78,5.223333333333343
TXN_33114,USER_1940,78.48,Bank Transfer,2023-02-15,61438.16,Laptop,Sydney,Groceries,0,7,Mastercard,126,0,2023,2,15,2,medium,782.8511722731906,3,170.89666666666668,512.69,-92.41666666666667
TXN_45646,USER_1725,147.11,POS,2023-06-25,43407.16,Tablet,New York,Groceries,0,13,Amex,75,0,2023,6,25,6,high,295.06600503024947,5,73.504,367.52000000000004,73.60600000000001
TXN_49908,USER_8205,24.15,Online,2023-09-24,51686.94,Tablet,New York,Electronics,0,14,Mastercard,178,0,2023,9,24,6,low,2140.2459627329195,5,46.858,234.29,-22.708
TXN_15578,USER_4948,19.66,Bank Transfer,2023-04-02,33218.32,Mobile,London,Clothing,0,9,Amex,31,1,2023,4,2,6,low,1689.6398779247202,7,51.544285714285714,360.81,-31.884285714285713
TXN_5854,USER_6011,10.94,ATM Withdrawal,2023-07-15,6225.36,Mobile,London,Clothing,0,4,Mastercard,116,0,2023,7,15,5,low,569.0457038391224,3,113.93333333333334,341.8,-102.99333333333334
TXN_33579,USER_1005,140.75,Online,2023-08-28,58211.16,Tablet,Tokyo,Groceries,0,5,Mastercard,110,1,2023,8,28,0,high,413.57840142095915,9,144.5511111111111,1300.96,-3.801111111111112
TXN_8777,USER_3409,50.34,POS,2023-02-01,34348.92,Laptop,Mumbai,Clothing,0,11,Visa,238,0,2023,2,1,2,medium,682.3384982121572,4,142.69,570.76,-92.35
TXN_18178,USER_6963,24.12,ATM Withdrawal,2023-10-15,10384.59,Mobile,New York,Travel,0,5,Visa,56,0,2023,10,15,6,low,430.53855721393035,4,204.895,819.58,-180.775
TXN_45457,USER_9571,75.9,POS,2023-07-14,6822.49,Laptop,New York,Travel,0,10,Visa,118,1,2023,7,14,4,medium,89.88787878787878,6,100.625,603.75,-24.724999999999994
TXN_32194,USER_9641,237.84,ATM Withdrawal,2023-01-20,59154.9,Laptop,Sydney,Travel,0,11,Visa,213,1,2023,1,20,4,high,248.71720484359233,10,73.176,731.76,164.664
TXN_17203,USER_4233,23.82,POS,2023-06-06,16886.34,Laptop,Sydney,Groceries,0,7,Discover,52,0,2023,6,6,1,low,708.9143576826197,6,215.87166666666667,1295.23,-192.05166666666668
TXN_9604,USER_9916,0.56,ATM Withdrawal,2023-01-29,17800.22,Mobile,London,Travel,0,2,Mastercard,164,0,2023,1,29,6,micro,31786.10714285714,10,75.66,756.6,-75.1
TXN_42377,USER_3663,23.07,Bank Transfer,2023-04-02,46852.93,Mobile,Sydney,Electronics,0,6,Amex,214,0,2023,4,2,6,low,2030.9029042045947,5,150.926,754.63,-127.856
TXN_26888,USER_3184,72.93,Online,2023-03-23,81536.91,Mobile,Sydney,Groceries,0,1,Mastercard,33,0,2023,3,23,3,medium,1118.0160427807486,8,63.96875,511.75,8.961250000000007
TXN_9366,USER_2797,47.93,POS,2023-12-31,15492.12,Laptop,New York,Electronics,0,3,Amex,73,1,2023,12,31,6,low,323.223868141039,8,89.24875,713.99,-41.31875
TXN_40907,USER_1758,117.94,Online,2023-01-28,86113.75,Mobile,Mumbai,Travel,0,1,Discover,212,0,2023,1,28,5,high,730.1488044768527,5,108.12,540.6,9.819999999999993
TXN_38391,USER_5746,16.11,Bank Transfer,2023-04-24,66361.03,Mobile,Tokyo,Electronics,0,7,Discover,100,1,2023,4,24,0,low,4119.244568590937,4,41.37,165.48,-25.259999999999998
TXN_30781,USER_3122,6.85,Bank Transfer,2023-01-16,60743.22,Laptop,Sydney,Electronics,0,11,Amex,60,0,2023,1,16,0,micro,8867.623357664233,10,99.179,991.79,-92.32900000000001
TXN_41039,USER_9838,30.11,ATM Withdrawal,2023-12-19,23605.72,Mobile,Tokyo,Clothing,0,8,Amex,22,0,2023,12,19,1,low,783.9827299900365,5,91.294,456.46999999999997,-61.184
TXN_12263,USER_4330,79.03,ATM Withdrawal,2023-01-31,17420.99,Laptop,Tokyo,Clothing,0,1,Amex,134,0,2023,1,31,1,medium,220.4351512084019,5,90.81800000000001,454.09000000000003,-11.788000000000011
TXN_1033,USER_3198,12.42,ATM Withdrawal,2023-04-30,94846.12,Laptop,London,Restaurants,0,9,Visa,20,0,2023,4,30,6,low,7636.563607085346,9,125.50111111111111,1129.51,-113.08111111111111
TXN_593,USER_2838,22.05,Bank Transfer,2023-04-12,69637.44,Mobile,Mumbai,Electronics,0,11,Amex,202,0,2023,4,12,2,low,3158.160544217687,7,54.31285714285714,380.19,-32.26285714285714
TXN_29890,USER_5650,182.67,ATM Withdrawal,2023-04-17,43057.07,Laptop,London,Groceries,0,3,Amex,111,0,2023,4,17,0,high,235.7095855915038,6,83.55499999999999,501.33,99.115
TXN_45256,USER_8953,68.39,POS,2023-03-07,28115.05,Tablet,Sydney,Electronics,0,12,Discover,220,0,2023,3,7,1,medium,411.0988448603597,6,96.735,580.41,-28.345
TXN_9679,USER_1288,143.88,ATM Withdrawal,2023-11-08,57215.19,Laptop,Tokyo,Clothing,0,7,Amex,161,1,2023,11,8,2,high,397.65909090909093,3,115.33333333333333,346.0,28.546666666666667
TXN_44499,USER_1167,338.67,Online,2023-01-12,44562.44,Laptop,Tokyo,Clothing,0,4,Visa,183,1,2023,1,12,3,very_high,131.58071278825997,5,200.544,1002.72,138.126
TXN_16752,USER_5033,77.13,Bank Transfer,2023-03-16,44838.55,Laptop,London,Electronics,0,14,Visa,86,0,2023,3,16,3,medium,581.3373525217166,8,159.95125,1279.61,-82.82124999999999
TXN_8224,USER_4012,8.52,POS,2023-02-23,46063.12,Laptop,Sydney,Travel,1,8,Visa,9,0,2023,2,23,3,micro,5406.469483568076,8,123.07124999999999,984.5699999999999,-114.55125
TXN_32474,USER_3784,85.94,Bank Transfer,2023-12-24,24536.73,Mobile,Sydney,Groceries,1,7,Visa,78,0,2023,12,24,6,medium,285.5100069816151,5,150.56599999999997,752.8299999999999,-64.62599999999998
TXN_21238,USER_5910,165.57,POS,2023-09-17,94396.65,Laptop,Sydney,Electronics,0,5,Visa,161,0,2023,9,17,6,high,570.1313643776047,6,135.43666666666667,812.62,30.133333333333326
TXN_12208,USER_9998,34.91,ATM Withdrawal,2023-03-19,84839.11,Laptop,Mumbai,Electronics,0,9,Visa,143,0,2023,3,19,6,low,2430.2237181323408,16,100.98625,1615.78,-66.07625
TXN_34465,USER_6520,118.66,Online,2023-01-19,29626.06,Mobile,Tokyo,Clothing,0,8,Mastercard,143,1,2023,1,19,3,high,249.67183549637622,7,93.67714285714285,655.74,24.982857142857142
TXN_27554,USER_3006,272.17,Online,2023-12-07,23451.6,Laptop,New York,Restaurants,0,2,Amex,94,1,2023,12,7,3,very_high,86.16526435683579,8,155.6,1244.8,116.57000000000002
TXN_37096,USER_5298,544.83,Bank Transfer,2023-02-18,29812.88,Mobile,Tokyo,Travel,0,10,Amex,147,1,2023,2,18,5,extreme,54.719600609364385,8,154.7725,1238.18,390.0575
TXN_11734,USER_3291,108.25,Online,2023-07-19,59781.26,Laptop,London,Travel,0,9,Discover,20,1,2023,7,19,2,high,552.2518244803696,6,128.55833333333334,771.35,-20.308333333333337
TXN_34769,USER_3339,152.61,ATM Withdrawal,2023-11-20,51106.51,Tablet,Sydney,Electronics,0,5,Discover,84,1,2023,11,20,0,high,334.8831007142389,6,94.86166666666668,569.1700000000001,57.748333333333335
TXN_7451,USER_3001,11.32,Online,2023-11-10,41284.48,Mobile,Mumbai,Groceries,0,5,Visa,84,1,2023,11,10,4,low,3647.038869257951,8,121.255,970.04,-109.935
TXN_40344,USER_7161,428.0,Online,2023-01-09,16231.31,Laptop,New York,Clothing,0,6,Amex,61,0,2023,1,9,0,very_high,37.923621495327104,2,230.575,461.15,197.425
TXN_31112,USER_7037,140.2,POS,2023-08-23,55392.89,Mobile,Sydney,Clothing,0,4,Amex,137,0,2023,8,23,2,high,395.0990727532097,9,111.84666666666665,1006.6199999999999,28.35333333333334
TXN_2916,USER_5072,209.48,Bank Transfer,2023-10-31,62033.32,Tablet,London,Electronics,0,9,Discover,32,0,2023,10,31,1,high,296.13003628031316,4,75.60249999999999,302.40999999999997,133.8775
TXN_5604,USER_3276,101.14,ATM Withdrawal,2023-06-02,12854.68,Tablet,New York,Clothing,0,9,Discover,230,1,2023,6,2,4,high,127.09788412102037,6,56.288333333333334,337.73,44.85166666666667
TXN_21126,USER_7226,141.79,ATM Withdrawal,2023-07-13,60840.55,Mobile,Sydney,Electronics,0,11,Visa,213,1,2023,7,13,3,high,429.0891459200226,5,217.08800000000002,1085.44,-75.29800000000003
TXN_1291,USER_6295,32.32,Bank Transfer,2023-03-24,22548.45,Mobile,New York,Electronics,0,10,Amex,55,0,2023,3,24,4,low,697.6624381188119,4,47.4,189.6,-15.079999999999998
TXN_3428,USER_2184,5.3,Bank Transfer,2023-02-01,93406.98,Mobile,Sydney,Clothing,1,11,Discover,234,0,2023,2,1,2,micro,17623.958490566038,11,105.19636363636364,1157.16,-99.89636363636365
TXN_4766,USER_5524,186.67,Bank Transfer,2023-12-22,89023.09,Laptop,Tokyo,Travel,0,3,Mastercard,171,1,2023,12,22,4,high,476.90089462688167,7,144.65,1012.55,42.01999999999998
TXN_21145,USER_3909,89.93,ATM Withdrawal,2023-08-25,95204.38,Tablet,Mumbai,Electronics,0,10,Visa,201,0,2023,8,25,4,medium,1058.6498387634826,2,111.955,223.91,-22.02499999999999
TXN_38279,USER_4536,69.7,Online,2023-10-28,92975.43,Laptop,New York,Restaurants,0,7,Discover,85,0,2023,10,28,5,medium,1333.9373027259683,8,93.495,747.96,-23.795
TXN_873,USER_6788,313.28,ATM Withdrawal,2023-09-29,1418.64,Mobile,London,Clothing,0,11,Discover,76,1,2023,9,29,4,very_high,4.528345250255363,3,158.40333333333334,475.21,154.87666666666664
TXN_27565,USER_8602,33.95,ATM Withdrawal,2023-05-04,53414.18,Laptop,Sydney,Groceries,1,13,Visa,23,0,2023,5,4,3,low,1573.3189985272459,3,96.24666666666667,288.74,-62.29666666666667
TXN_37149,USER_1069,4.02,ATM Withdrawal,2023-07-18,55466.62,Mobile,London,Clothing,0,10,Discover,190,0,2023,7,18,1,micro,13797.666666666668,9,45.92333333333333,413.31,-41.903333333333336
TXN_4537,USER_7998,160.41,Online,2023-10-16,26287.17,Laptop,Tokyo,Clothing,0,10,Discover,106,1,2023,10,16,0,high,163.87488311202543,11,103.98818181818181,1143.87,56.42181818181818
TXN_35621,USER_7099,23.31,POS,2023-11-03,52671.16,Laptop,Sydney,Groceries,0,13,Amex,180,0,2023,11,3,4,low,2259.595023595024,10,88.63000000000001,886.3000000000001,-65.32000000000001
TXN_1819,USER_5895,348.54,ATM Withdrawal,2023-05-01,31933.2,Laptop,New York,Travel,0,9,Discover,105,1,2023,5,1,0,very_high,91.619900154932,5,142.002,710.01,206.538
TXN_41601,USER_4791,32.25,Bank Transfer,2023-11-03,9432.03,Tablet,Mumbai,Groceries,0,7,Amex,59,0,2023,11,3,4,low,292.46604651162795,8,78.09625,624.77,-45.84625
TXN_15016,USER_2622,24.62,Bank Transfer,2023-02-20,53730.85,Mobile,Sydney,Electronics,0,12,Mastercard,208,1,2023,2,20,0,low,2182.4065800162466,7,61.86857142857143,433.08,-37.248571428571424
TXN_47520,USER_9689,22.2,ATM Withdrawal,2023-01-13,25212.82,Mobile,New York,Clothing,0,11,Amex,87,0,2023,1,13,4,low,1135.7126126126127,7,126.08285714285715,882.58,-103.88285714285715
TXN_28787,USER_9552,54.89,POS,2023-06-04,23107.55,Laptop,London,Electronics,0,8,Visa,182,0,2023,6,4,6,medium,420.979231189652,6,171.01999999999998,1026.12,-116.12999999999998
TXN_2022,USER_6978,110.97,ATM Withdrawal,2023-01-24,40925.24,Laptop,Tokyo,Groceries,0,7,Discover,91,0,2023,1,24,1,high,368.79553032351083,6,125.65833333333332,753.9499999999999,-14.688333333333318
TXN_45652,USER_7673,23.01,Bank Transfer,2023-02-09,57405.3,Mobile,Tokyo,Clothing,1,2,Visa,200,0,2023,2,9,3,low,2494.7979139504564,11,89.92545454545454,989.18,-66.91545454545454
TXN_48317,USER_4581,57.7,POS,2023-01-28,27135.52,Mobile,Tokyo,Restaurants,0,5,Visa,128,0,2023,1,28,5,medium,470.28630849220104,5,49.708000000000006,248.54000000000002,7.991999999999997
TXN_30256,USER_1805,70.07,Bank Transfer,2023-10-14,56976.07,Tablet,London,Clothing,1,13,Discover,125,0,2023,10,14,5,medium,813.1307264164408,8,89.25125,714.01,-19.181250000000006
TXN_24779,USER_3986,67.46,POS,2023-02-12,4158.08,Tablet,Sydney,Restaurants,0,11,Discover,112,0,2023,2,12,6,medium,61.637711236288176,6,96.60166666666667,579.61,-29.14166666666668
TXN_24579,USER_7834,175.67,POS,2023-02-20,5281.77,Mobile,New York,Travel,1,6,Mastercard,50,0,2023,2,20,0,high,30.066431377013725,10,63.065,630.65,112.60499999999999
TXN_45203,USER_5934,36.15,ATM Withdrawal,2023-02-23,60044.88,Laptop,London,Restaurants,0,10,Amex,50,0,2023,2,23,3,low,1660.992531120332,10,60.1,601.0,-23.950000000000003
TXN_17047,USER_8075,32.87,POS,2023-09-07,54262.66,Laptop,Mumbai,Clothing,0,13,Amex,83,0,2023,9,7,3,low,1650.8262853665958,4,19.7675,79.07,13.1025
TXN_43365,USER_7004,174.8,Bank Transfer,2023-12-24,20938.43,Laptop,Tokyo,Groceries,0,14,Amex,158,0,2023,12,24,6,high,119.78506864988557,6,77.60000000000001,465.6,97.2
TXN_33912,USER_5132,23.35,ATM Withdrawal,2023-04-27,37294.62,Mobile,Mumbai,Electronics,0,7,Visa,100,1,2023,4,27,3,low,1597.2,5,76.788,383.94,-53.437999999999995
TXN_41603,USER_2907,35.59,POS,2023-04-09,57249.04,Mobile,London,Clothing,0,8,Discover,77,0,2023,4,9,6,low,1608.5709468951952,10,121.181,1211.81,-85.591
TXN_14611,USER_4669,54.3,Bank Transfer,2023-07-14,47137.98,Tablet,Mumbai,Groceries,0,14,Discover,183,0,2023,7,14,4,medium,868.1027624309394,8,87.14375,697.15,-32.84375
TXN_49702,USER_9034,6.68,Online,2023-04-01,48101.07,Tablet,Mumbai,Restaurants,0,6,Amex,187,1,2023,4,1,5,micro,7200.758982035928,2,49.55,99.1,-42.87
